DnsLookupTime;TimeOfMeasurement;Url;Path;Ip;Port;ConnectionEstablishmentTime;HttpResponse;Protocol;TcpHandshakeTimeOptional
4.221;1529083062;www.google.com;;216.58.213.228;443;96.393;200;TCP/TLS1.2;
4.270;1529083063;www.youtube.com;;216.58.208.46;443;54.900;200;TCP/TLS1.2;
12.393;1529083064;www.litespeedtech.com;;52.55.120.73;443;368.863;200;TCP/TLS1.2;
1.110;1529083064;www.google.com;/;216.58.213.228;443;51.625;200;Q043;
1.308;1529083064;www.youtube.com;/;216.58.210.14;443;535.263;200;Q043;
0.971;1529083066;www.litespeedtech.com;/;52.55.120.73;443;230.160;200;Q043;
4.300;1529083666;www.google.com;;172.217.16.68;443;83.196;200;TCP/TLS1.2;
4.268;1529083667;www.youtube.com;;172.217.16.206;443;53.051;200;TCP/TLS1.2;
12.413;1529083668;www.litespeedtech.com;;52.55.120.73;443;344.417;200;TCP/TLS1.2;
1.148;1529083668;www.google.com;/;172.217.16.68;443;51.257;200;Q043;
2.659;1529083668;www.youtube.com;/;172.217.22.78;443;35.562;200;Q043;
1.026;1529083669;www.litespeedtech.com;/;52.55.120.73;443;233.364;200;Q043;
4.302;1529084270;www.google.com;;172.217.16.68;443;82.821;200;TCP/TLS1.2;
28.537;1529084271;www.youtube.com;;216.58.207.46;443;53.361;200;TCP/TLS1.2;
12.386;1529084272;www.litespeedtech.com;;52.55.120.73;443;327.522;200;TCP/TLS1.2;
1.412;1529084272;www.google.com;/;172.217.16.68;443;51.507;200;Q043;
1.344;1529084272;www.youtube.com;/;216.58.207.46;443;34.983;200;Q043;
1.017;1529084273;www.litespeedtech.com;/;52.55.120.73;443;233.093;200;Q043;
4.311;1529084873;www.google.com;;172.217.16.68;443;82.671;200;TCP/TLS1.2;
28.599;1529084874;www.youtube.com;;172.217.22.14;443;52.600;200;TCP/TLS1.2;
12.354;1529084875;www.litespeedtech.com;;52.55.120.73;443;326.136;200;TCP/TLS1.2;
1.192;1529084875;www.google.com;/;172.217.16.68;443;52.162;200;Q043;
1.407;1529084875;www.youtube.com;/;172.217.22.14;443;35.352;200;Q043;
118.901;1529084876;www.litespeedtech.com;/;52.55.120.73;443;225.789;200;Q043;
4.309;1529085477;www.google.com;;172.217.21.132;443;134.766;200;TCP/TLS1.2;
4.263;1529085477;www.youtube.com;;172.217.21.206;443;52.800;200;TCP/TLS1.2;
28.556;1529085478;www.litespeedtech.com;;52.55.120.73;443;326.495;200;TCP/TLS1.2;
1.249;1529085478;www.google.com;/;172.217.21.132;443;92.248;200;Q043;
1.339;1529085478;www.youtube.com;/;216.58.210.14;443;34.265;200;Q043;
1.080;1529085479;www.litespeedtech.com;/;52.55.120.73;443;218.933;200;Q043;
4.284;1529086080;www.google.com;;172.217.16.68;443;82.604;200;TCP/TLS1.2;
15.339;1529086081;www.youtube.com;;172.217.21.206;443;52.596;200;TCP/TLS1.2;
12.430;1529086081;www.litespeedtech.com;;52.55.120.73;443;327.105;200;TCP/TLS1.2;
1.264;1529086081;www.google.com;/;172.217.16.68;443;51.737;200;Q043;
